Title,Categories
Ludmilla Dietz,"['Person (Kaisertum Österreich)', 'Person (Österreich-Ungarn)', 'Theaterschauspieler', 'Sänger', 'Sopran', 'Darstellender Künstler (Wien)', 'Geboren 1833', 'Gestorben 1896', 'Frau']"
Benno Walldorf,"['Bildhauer (Deutschland)', 'Grafiker (Deutschland)', 'Mitglied im Deutschen Künstlerbund', 'Installationskünstler (Deutschland)', 'Deutscher', 'Geboren 1929', 'Mann']"
Hans Feit,"['Landtagsabgeordneter (Republik Baden)', 'NSDAP-Mitglied', 'DAF-Funktionär', 'Deutscher', 'Geboren 1904', 'Gestorben im 20. oder 21. Jahrhundert', 'Mann']"
Gerhard Dallmann,"['Klassischer Hornist', 'Hochschullehrer (Universität der Künste Berlin)', 'Hochschullehrer (Hochschule für Musik Berlin)', 'Hochschullehrer (HfM Detmold)', 'Deutscher', 'Geboren 1955', 'Mann']"
Erwin Scheffler,"['Fußballspieler (1. FC Kaiserslautern)', 'Deutscher', 'Person (Ostpreußen)', 'Geboren 1927', 'Gestorben 2009', 'Mann', 'Deutscher Meister (Fußball)']"
Bruno von Freyberg,"['Geologe (20. Jahrhundert)', 'Hochschullehrer (Julius-Maximilians-Universität Würzburg)', 'Paläontologe', 'Deutscher', 'Geboren 1926', 'Gestorben 1985', 'Mann']"
Ildefons Maria Dietz,"['Augustiner-Eremit', 'Römisch-katholischer Geistlicher (20. Jahrhundert)', 'Person (Widerstand gegen den Nationalsozialismus)', 'Mitglied der Internationalen Marianischen Päpstlichen Akademie', 'Deutscher', 'Geboren 1913', 'Gestorben 2000', 'Mann']"
Paul Eduard Starcke,"['Mediziner (19. Jahrhundert)', 'Militärarzt (Deutschland)', 'Generalarzt', 'Chirurg', 'Person (Berlin)', 'Deutscher', 'Geboren 1837', 'Gestorben 1885', 'Mann', 'Absolvent der Kaiser-Wilhelms-Akademie für das militärärztliche Bildungswesen', 'Person im Deutsch-Französischen Krieg', 'Person im Deutschen Krieg']"
Hermann Straub,"['Internist', 'Mediziner (20. Jahrhundert)', 'Hochschullehrer (Georg-August-Universität Göttingen)', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Deutscher', 'Geboren 1882', 'Gestorben 1938', 'Mann']"
Ottomar Starke,"['Bühnenbildner (Deutschland)', 'Grafiker (Deutschland)', 'Autor', 'Übersetzer aus dem Englischen', 'Übersetzer aus dem Französischen', 'Übersetzer ins Deutsche', 'NSDAP-Mitglied', 'Deutscher', 'Geboren 1886', 'Gestorben 1962', 'Mann']"
Dieter Kiessling,"['Bildender Künstler (Deutschland)', 'Hochschullehrer (Staatliche Hochschule für Gestaltung Karlsruhe)', 'Hochschullehrer (Kunsthochschule Mainz)', 'Deutscher', 'Geboren 1957', 'Mann']"
Johann Georg Schreiner,"['Lithograf]]; Ergänze [[Kategorie:Lithograf (Deutschland)', 'Maler (Deutschland)', 'Lithograf (Deutschland)', 'Deutscher', 'Geboren 1801', 'Gestorben im 19. Jahrhundert', 'Mann']"
Mario Scheuermann,"['Journalist (Deutschland)', 'Weinkritiker', 'Sachbuchautor (Essen und Trinken)', 'Literatur (Deutsch)', 'Essay', 'Person (Neustadt an der Weinstraße)', 'Person (Wikipedia)', 'Deutscher', 'Geboren 1948', 'Gestorben 2015', 'Mann']"
Otto Walter (Jurist),"['Person (Pommern)', 'Autor', 'Dichterjurist', 'Literatur (Deutsch)', 'Staatsanwalt (Preußen)', 'Deutscher', 'Geboren 1872', 'Gestorben 1925', 'Mann']"
Felix Hermann Maria Schoeller,"['Unternehmer (Niedersachsen)', 'Person (Osnabrück)', 'Industrieller (Düren)', 'Papierfabrikant', 'Mitglied der Unternehmerfamilie Schoeller|Felix', 'Deutscher', 'Geboren 1855', 'Gestorben 1907', 'Mann']"
Peter Schreiner (Heimatforscher),"['Heimatforscher (Nordrhein-Westfalen)', 'Träger des Bundesverdienstkreuzes am Bande', 'Träger des Verdienstordens der Republik Polen (Ausprägung unbekannt)', 'Deutscher', 'Geboren 1937', 'Gestorben 2014', 'Mann']"
Schoeller-Junkmann-Preis,"['Chemiker (20. Jahrhundert)', 'Corpsstudent (19. Jahrhundert)', 'Hochschullehrer (Albert-Ludwigs-Universität Freiburg)', 'NSDAP-Mitglied', 'Mitglied der Leopoldina (20. Jahrhundert)', 'Mitglied der Braunschweigischen Wissenschaftlichen Gesellschaft', 'Ehrendoktor der Technischen Universität Braunschweig', 'Ehrendoktor der Julius-Maximilians-Universität Würzburg', 'Träger des Großen Bundesverdienstkreuzes', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Person (Berlin)', 'Mitglied der Unternehmerfamilie Schoeller|Walter Julius Viktor', 'Deutscher', 'Geboren 1880', 'Gestorben 1965', 'Mann']"
Rudolf Veith,"['Schiffbauingenieur', 'Wirklicher Geheimer Oberbaurat', 'Kaiserliche Marine', 'Deutscher', 'Geboren 1846', 'Gestorben 1917', 'Mann']"
Siegfried Stark (Fußballspieler),"['Fußballspieler (FC Bayern Hof)', 'Fußballspieler (Karlsruher SC)', 'Fußballspieler (1. FC Lichtenfels)', 'Deutscher', 'Geboren 1940', 'Gestorben 2011', 'Mann']"
Wolfgang Schreiner,"['Fußballspieler (SG Union Solingen)]]; Ergänze [[Kategorie:Fußballtorhüter (SG Union Solingen)', 'Fußballtorhüter (MSV Duisburg)', 'Fußballtorhüter (SG Union Solingen)', 'Deutscher', 'Geboren 1957', 'Mann']"
Heinz Lyschik,"['Kabarettist (Deutschland)', 'Theaterschauspieler', 'Synchronsprecher', 'Deutscher', 'Geboren 1944', 'Mann']"
Michael Kies,"['Tenor', 'Musik (Trier)', 'Musiker (Deutschland)', 'Deutscher', 'Geboren 1962', 'Mann']"
Annemarie Wernicke,"['Filmschauspieler', 'Theaterschauspieler', 'Synchronsprecher', 'Hörspielsprecher', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Frau']"
Gustav Spener,"['Richter (Deutsche Geschichte)', 'Mitglied des Preußischen Abgeordnetenhauses', 'Geheimer Oberjustizrat', 'Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Geboren 1826', 'Gestorben 1907', 'Mann']"
Theodor Schnitzler,"['Reichstagsabgeordneter (Weimarer Republik)', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Zentrum-Mitglied', 'Unternehmer (20. Jahrhundert)', 'Politiker (Düsseldorf)', 'Deutscher', 'Geboren 1877', 'Gestorben 1962', 'Mann']"
Peter Weinmann,"['Deutscher', 'Geboren 1946', 'Mann', 'Journalist (Deutschland)', 'NPD-Mitglied', 'Agent für das Ministerium für Staatssicherheit', 'Verurteilte Person (Spionage)', 'V-Person']"
Albert Broschek,"['Autor', 'Journalist (Deutschland)', 'Literatur (Deutsch)', 'Deutscher', 'Geboren 1880', 'Gestorben 1956', 'Mann']"
Berthold Dietz,"['Bildhauer (Deutschland)', 'Person (Zwickau)', 'DDR-Bürger', 'Deutscher', 'Geboren 1935', 'Mann']"
Rolly Brings,"['Musiker (Deutschland)', 'Lehrer', 'Dialektsänger (Kölsch)', 'Deutscher', 'Geboren 1943', 'Mann']"
Johann Friedrich Funck,"['Autor', 'Verleger (19. Jahrhundert)', 'Teilnehmer am Hambacher Fest', 'Verleger (Frankfurt am Main)', 'Burschenschafter (19. Jahrhundert)', 'Deutscher', 'Geboren 1804', 'Gestorben 1857', 'Mann']"
Johannes Dalmann,"['Bauingenieur', 'Person (Hamburg)', 'Deutscher', 'Geboren 1823', 'Gestorben 1875', 'Mann']"
Bettina Schoeller,"['Filmregisseur', 'Filmproduzent', 'Autor', 'Deutscher', 'Geboren 1969', 'Frau']"
Hermann Schnitzler,"['Kunsthistoriker', 'Wissenschaftlicher Mitarbeiter des Museum Schnütgen Köln', 'Hochschullehrer (Rheinische Friedrich-Wilhelms-Universität Bonn)', 'Deutscher', 'Geboren 1905', 'Gestorben 1976', 'Mann']"
Miriam Dietz,"['Fußballschiedsrichter (Deutschland)', 'FIFA-Schiedsrichterassistent', 'Deutscher', 'Geboren 1980', 'Frau']"
Andreas Rudas,"['SPÖ-Mitglied', 'Österreicher', 'Geboren 1953', 'Mann']"
Konrad Wernicke (Jurist),"['Rechtsanwalt (Deutschland)', 'Wirtschaftsjurist', 'Landsmannschafter', 'Richter (Deutschland)', 'Träger des Bundesverdienstkreuzes am Bande', 'Person (Racibórz)', 'Deutscher', 'Geboren 1905', 'Gestorben 2002', 'Mann']"
Peter Dietz,"['Unternehmer (20. Jahrhundert)', 'Informatiker', 'Deutscher', 'Geboren 1933', 'Mann']"
Karl Bosl,"['Landeshistoriker (Bayern)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Träger des Bayerischen Verdienstordens', 'Träger der Bayerischen Verfassungsmedaille in Gold', 'Träger des Bayerischen Maximiliansordens für Wissenschaft und Kunst', 'Korporierter im CV', 'Deutscher', 'Geboren 1894', 'Gestorben 1986', 'Mann']"
Werner Scheffler,"['Tischtennisfunktionär (DTTB)', 'Träger des Bundesverdienstkreuzes am Bande', 'Deutscher', 'Geboren 1921', 'Gestorben 2013', 'Mann']"
Rainer H. Straub,"['Rheumatologe', 'Mediziner (20. Jahrhundert)', 'Mediziner (21. Jahrhundert)', 'Hochschullehrer (Universität Regensburg)', 'Deutscher', 'Geboren 1960', 'Mann']"
Ludwig Stark (Dramaturg),"['Hochschullehrer (München)', 'Theaterschauspieler', 'Dramaturg', 'Person (Dinkelsbühl)', 'Deutscher', 'Geboren 1851', 'Gestorben 1917', 'Mann']"
Helmut Gardens,"['Komponist (Schlager)', 'Liedtexter', 'Arrangeur', 'Deutscher', 'Geboren 1914', 'Gestorben 1995', 'Mann']"
Adolf Kissling,"['Komponist (Deutschland)', 'Lehrer', 'Person (Bremen)', 'Deutscher', 'Geboren 1875', 'Gestorben 1955', 'Mann']"
Franz Joseph Kaufmann,"['Paläontologe', 'Geologe (19. Jahrhundert)', 'Ehrendoktor der Universität Bern', 'Schweizer', 'Geboren 1825', 'Gestorben 1892', 'Mann']"
Bernhard Ernst (Kommentator),"['Sportjournalist', 'Deutscher', 'Geboren 1899', 'Gestorben 1957', 'Mann']"
Ingrid Scheurmann,"['Denkmalpfleger (Deutschland)', 'Hochschullehrer (Technische Universität Dresden)', 'Hochschullehrer (Technische Universität Dortmund)', 'Deutscher', 'Geboren 1954', 'Frau']"
Franz-Josef Dahlmann,"['Springreiter', 'Reiter (Deutschland)', 'Deutscher', 'Geboren 1979', 'Mann']"
Philipp Veith,"['Künstler (Dresden)', 'Maler (Deutschland)', 'Geboren 1768', 'Gestorben 1837', 'Mann']"
Carl Albert Schiffers,"['Unternehmer (Nordrhein-Westfalen)', 'Verbandsfunktionär (Deutschland)', 'Kommunalpolitiker (Rhein-Kreis Neuss)', 'CDU-Mitglied', 'Person (Neuss)', 'Träger des Großen Bundesverdienstkreuzes', 'Komtur (Ritterorden vom Heiligen Grab zu Jerusalem)', 'Deutscher', 'Geboren 1935', 'Gestorben 2014', 'Mann', 'Person (Industrie- und Handelskammer Mittlerer Niederrhein)']"
Hajo Dietz,"['Fotograf (21. Jahrhundert)', 'Fotograf (Nürnberg)', 'Deutscher', 'Geboren 1958', 'Mann']"
Traute Rose,"['Filmschauspieler', 'Theaterschauspieler', 'Hörspielsprecher', 'Synchronsprecher', 'Sänger', 'Deutscher', 'Geboren 1904', 'Gestorben 1997', 'Frau']"
Pankraz Fried,"['Neuzeithistoriker', 'Landeshistoriker', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Träger des Bayerischen Verdienstordens', 'Träger des Gregoriusordens (Komtur mit Stern)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Hochschullehrer (Ludwig-Maximilians-Universität München)', 'Hochschullehrer (Universität Regensburg)', 'Mitglied der Schwäbischen Forschungsgemeinschaft', 'Deutscher', 'Geboren 1922', 'Gestorben 2012', 'Mann']"
Heinrich Straube,"['Autor', 'Lyrik', 'Literatur (Deutsch)', 'Literatur (19. Jahrhundert)', 'Dichterjurist', 'Deutscher', 'Geboren 1794', 'Gestorben 1847', 'Mann', 'Richter (Oberappellationsgericht Kassel)']"
Zeichenschule,"['Maler (Schweiz)', 'Landschaftsmaler', 'Kunstlehrer', 'Person (Zürich)', 'Schweizer', 'Geboren 1769', 'Gestorben 1840', 'Mann']"
Wolfgang Schiffer,"['Autor', 'Literatur (Deutsch)', 'Übersetzer aus dem Isländischen', 'Übersetzer ins Deutsche', 'Träger des Falkenordens (Ritter)', 'Mitglied im PEN-Zentrum Deutschland', 'Deutscher', 'Geboren 1946', 'Mann']"
Christof Griese,"['Jazz-Gitarrist', 'Komponist (Jazz)', 'Bigband-Leader', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Mann']"
Johann Justus Dietz,"['Räuber', 'Kriminalfall in Deutschland', 'Kriminalfall (19. Jahrhundert)', 'Hingerichtete Person (19. Jahrhundert)', 'Hingerichtete Person (Deutschland in der Franzosenzeit)', 'Deutscher', 'Geboren 1789', 'Gestorben 1813', 'Mann']"
Hermann Vogelstein,"['Bankier', 'Emigrant aus dem Deutschen Reich zur Zeit des Nationalsozialismus', 'Deutscher', 'Geboren 1880', 'Gestorben 1957', 'Mann']"
Udo Stark,"['Manager', 'Person (Bilfinger)', 'Deutscher', 'Geboren 1947', 'Mann']"
Mainzer Prinzengarde,"['Graveur', 'Zeichner (Deutschland)', 'Autor', 'Grafiker (Mainz)', 'Deutscher', 'Geboren 1849', 'Gestorben 1911', 'Mann']"
Markus Thalmann,"['Herzchirurg', 'Mediziner (20. Jahrhundert)', 'Mediziner (21. Jahrhundert)', 'Marathonläufer (Österreich)', 'Träger des Großen Goldenen Ehrenzeichens des Landes Kärnten', 'Österreicher', 'Geboren 1964', 'Mann']"
Burkhard Dietz,"['Person (Göttingen)', 'Neuzeithistoriker', 'Autor', 'Deutscher', 'Geboren 1954', 'Mann']"
Albert Schiffers,"['Person (Industrie- und Handelskamme Aachen)]]; Ergänze [[Kategorie:Person (Industrie- und Handelskammer Aachen)', 'Unternehmer (Aachen)', 'Person (Industrie- und Handelskammer Aachen)', 'Honorarkonsul', 'Ehrenbürger der RWTH Aachen', 'Deutscher', 'Stadtrat (Aachen)', 'Geboren 1864', 'Gestorben 1940', 'Mann']"
Fridolin Straube,"['Landtagsabgeordneter (Preußen)]] umbenannt in [[Kategorie:Mitglied des Preußischen Landtags (Freistaat Preußen)]]: laut [[PD:Politik#Preußische Parlamentarier', 'Mitglied des Preußischen Landtags (Freistaat Preußen)', 'Zentrum-Mitglied', 'DNVP-Mitglied', 'Mitglied im Stahlhelm', 'NSDAP-Mitglied', 'Deutscher', 'Geboren 1877', 'Gestorben im 20. Jahrhundert', 'Mann', 'Person im Ersten Weltkrieg (Deutsches Reich)']"
Josef Bratfisch,"['Sänger', 'Person (Wien)', 'Person (Cisleithanien)', 'Österreicher', 'Geboren 1851', 'Gestorben 1926', 'Frau']"
Michael Schweighöfer,"['Theaterschauspieler', 'Filmschauspieler', 'Hörspielsprecher', 'Darstellender Künstler (DDR)', 'DDR-Bürger', 'Deutscher', 'Geboren 1960', 'Gestorben 2021', 'Mann']"
Kaspar Schnetzler,"['Autor', 'Schriftsteller (Zürich)', 'Schweizer', 'Geboren 1942', 'Mann']"
Wilhelm Doegen,"['Sprachwissenschaftler', 'NS-Opfer', 'Deutscher', 'Geboren 1877', 'Gestorben 1967', 'Mann']"
Friedrich Giese (Orientalist),"['Turkologe', 'Orientalist', 'Hochschullehrer (Ludwig-Maximilians-Universität München)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Corpsstudent (20. Jahrhundert)', 'Deutscher', 'Geboren 1912', 'Gestorben 1985', 'Mann', 'Person im Zweiten Weltkrieg (Deutsches Reich)']"
Gottlieb Immanuel Dindorf,"['Lutherischer Theologe (19. Jahrhundert)', 'Hochschullehrer (Universität Leipzig)', 'Hochschullehrer (Leucorea)', 'Hochschullehrer (Friedrich-Schiller-Universität Jena)', 'Rektor (Friedrich-Schiller-Universität Jena)', 'Deutscher', 'Geboren 1780', 'Gestorben 1835', 'Mann']"
Friedrich Ludwig von Schoeler,"['General der Infanterie (Königreich Preußen)', 'Person in den Koalitionskriegen (Preußen)', 'Träger des Pour le Mérite (Militärorden)', 'Träger des Roten Adlerordens 1. Klasse', 'Adliger', 'Deutscher', 'Geboren 1771', 'Gestorben 1855', 'Mann']"
Max Thalmann,"['Expressionismus', 'Illustrator (Deutschland)', 'Holzschneider (Deutschland)', 'Buchgestalter', 'Deutscher', 'Geboren 1890', 'Gestorben 1944', 'Mann']"
Friedrich Goldscheider,"['Unternehmer (Österreich-Ungarn)', 'Geboren 1845', 'Gestorben 1897', 'Mann']"
Wilhelm Ludwig Hertz,"['Verleger (19. Jahrhundert)', 'Verleger (Berlin)', 'Ehrengrab des Landes Berlin', 'Buchhändler', 'Deutscher', 'Geboren 1822', 'Gestorben 1901', 'Mann']"
Ulrike Scheffler,"['Fernsehmoderator (Deutschland)', 'Deutscher', 'Geboren 1974', 'Frau']"
Heinrich Pössenbacher,"['Unternehmer (20. Jahrhundert)', 'Möbelunternehmer', 'Kunstschreiner', 'Deutscher', 'Geboren 1877', 'Gestorben 1959', 'Mann']"
Franz Scharwenka,"['Theaterschauspieler', 'Filmschauspieler', 'Stummfilmschauspieler', 'Deutscher', 'Geboren 1882', 'Gestorben 1960', 'Mann']"
Edwin von Stülpnagel,"['Major (Preußen)', 'Major (Heer des Deutschen Kaiserreiches)', 'General der Infanterie (Reichswehr)', 'Kommandeur des 4. (Preußisches) Infanterie-Regiments (Reichswehr)', 'Kommandeur der 4. Division (Reichswehr)', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Träger des Roten Adlerordens 4. Klasse', 'Träger des Preußischen Königlichen Kronenordens 4. Klasse', 'Träger des Hausordens von Hohenzollern', 'Träger des Pour le Mérite (Militärorden)', 'Träger des Württembergischen Militärverdienstordens (Ritter)', 'Träger des Bayerischen Militärverdienstordens (III. Klasse)', 'Träger des Österreichischen Militärverdienstkreuzes III. Klasse', 'Träger des Eisernen Kreuzes I. Klasse', 'Träger des Mecklenburgischen Militärverdienstkreuzes', 'Familienmitglied des Adelsgeschlechts Stülpnagel|Edwin', 'Deutscher', 'Geboren 1876', 'Gestorben 1933', 'Mann']"
Rolf Kießling,"['Landeshistoriker (Bayern)', 'Hochschullehrer (Universität Augsburg)', 'Mitglied der Schwäbischen Forschungsgemeinschaft', 'Absolvent der Ludwig-Maximilians-Universität München', 'Träger des Bundesverdienstkreuzes am Bande', 'Deutscher', 'Geboren 1941', 'Gestorben 2020', 'Mann']"
Verein für Original-Radierung,"['Grafiker (Deutschland)', 'Maler (Deutschland)', 'Deutscher', 'Geboren 1905', 'Gestorben 1975', 'Mann']"
Fröschengraben,"['Maler (Schweiz)', 'Landschaftsmaler', 'Kunstlehrer', 'Person (Zürich)', 'Schweizer', 'Geboren 1769', 'Gestorben 1840', 'Mann']"
Frank Starke,"['Altorientalist', 'Hochschullehrer (Eberhard Karls Universität Tübingen)', 'Hochschullehrer (Goethe-Universität Frankfurt am Main)', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Mann']"
Christian Gottlob Einert,"['Bürgermeister (Leipzig)', 'Deutscher', 'Geboren 1747', 'Gestorben 1823', 'Mann']"
Carl Kraus (Agrarwissenschaftler),"['Agrarwissenschaftler (20. Jahrhundert)', 'Pflanzenbauwissenschaftler', 'Pflanzenzüchter', 'Hochschullehrer (Technische Universität München)', 'Burschenschafter (19. Jahrhundert)', 'Deutscher', 'Geboren 1875', 'Gestorben 1942', 'Mann']"
Friedrich Veith,"['Unternehmer (Hessen)', 'Breuberg', 'Deutscher', 'Geboren 1860', 'Gestorben 1908', 'Mann', 'Person (Odenwaldkreis)']"
Lothar Stark (Theologe),"['Lutherischer Theologe (20. Jahrhundert)', 'Landessuperintendent (Evangelisch-lutherische Landeskirche Hannovers)', 'Person des Christentums (Schlesien)', 'Person des Christentums (Göttingen)', 'Lutherischer Geistlicher (20. Jahrhundert)', 'Korporierter im SV', 'Deutscher', 'Geboren 1912', 'Gestorben 2003', 'Mann']"
Günter Kieslich,"['Medienwissenschaftler', 'Hochschullehrer (Universität Salzburg)', 'Deutscher', 'Geboren 1924', 'Gestorben 1971', 'Mann']"
Walter Schöler (Pädagoge),"['Pädagoge (20. Jahrhundert)', 'Rektor (Universität Klagenfurt)', 'Hochschullehrer (Universität Klagenfurt)', 'Hochschullehrer (Wirtschaftsuniversität Wien)', 'Person (Mecklenburg)', 'SED-Mitglied', 'Deutscher', 'Geboren 1928', 'Gestorben 1994', 'Mann', 'Person (Parchim)']"
Johann Friedrich Bubendey,"['Bauingenieur', 'Deutscher', 'Geboren 1809', 'Gestorben 1868', 'Mann']"
Eckart Straube,"['Psychologe', 'Psychotherapeut', 'Sachbuchautor (Pädagogik und Psychologie)', 'Deutscher', 'Geboren 1939', 'Mann']"
Max Gutermuth,"['Luftfahrtingenieur', 'Hochschullehrer (Technische Universität Darmstadt)', 'Deutscher', 'Geboren 1877', 'Gestorben 1932', 'Mann']"
John P. Schiffer,"['Physiker (20. Jahrhundert)', 'Kernphysiker', 'Hochschullehrer (University of Chicago)', 'Fellow der American Association for the Advancement of Science', 'Mitglied der American Academy of Arts and Sciences', 'Mitglied der National Academy of Sciences', 'Fellow der American Physical Society', 'Mitglied der Königlich Dänischen Akademie der Wissenschaften', 'Ehrendoktor der University of Notre Dame', 'Ungarischer Emigrant in den Vereinigten Staaten', 'Ungar', 'US-Amerikaner', 'Geboren 1930', 'Mann']"
Franz Scheurmann,"['Bürgermeister (Landkreis Grafschaft Bentheim)', 'Bürgermeister (Niedersachsen)', 'Landrat (Landkreis Grafschaft Bentheim)', 'Träger des Bundesverdienstkreuzes am Bande', 'Ehrenbürger im Landkreis Grafschaft Bentheim', 'Person (Schüttorf)', 'Deutscher', 'Geboren 1892', 'Gestorben 1964', 'Mann']"
Eugen von Sperber,"['Landwirt (Deutschland)', 'Mitglied des Preußischen Herrenhauses', 'Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Geboren 1840', 'Gestorben 1908', 'Mann']"
Helmut Müller (Richter),"['Richter (Landessozialgericht)', 'Richter (Bayerischer Verfassungsgerichtshof)', 'Träger des Bundesverdienstkreuzes am Bande', 'Komtur mit Stern (Ritterorden vom Heiligen Grab zu Jerusalem)', 'Deutscher', 'Geboren 1929', 'Gestorben 2014', 'Mann']"
Maria Elisabeth Straub,"['Autor', 'Literatur (Deutsch)', 'Literatur (21. Jahrhundert)', 'Kriminalliteratur', 'Roman, Epik', 'Drehbuchautor', 'Deutscher', 'Geboren 1943', 'Frau']"
Nikolaus Wynmann,"['Renaissance-Humanist', 'Hochschullehrer (Universität Ingolstadt)', 'Schweizer', 'Geboren 1510', 'Gestorben im 16. Jahrhundert', 'Mann']"
Michael Schreiner (Schauspieler),"['Filmschauspieler', 'Theaterschauspieler', 'Tatort (Fernsehreihe)', 'Deutscher', 'Geboren 1950', 'Gestorben 2019', 'Mann']"
Christian-Friedrich Dallmann,"['Klassischer Hornist', 'Hochschullehrer (Universität der Künste Berlin)', 'Hochschullehrer (Hochschule für Musik Berlin)', 'Hochschullehrer (HfM Detmold)', 'Deutscher', 'Geboren 1955', 'Mann']"
Erich Becht,"['Jazz-Pianist', 'Arrangeur', 'Filmkomponist', 'Komponist (Schlager)', 'Musikproduzent', 'Komponist (Deutschland)', 'Heino', 'Deutscher', 'Geboren 1926', 'Gestorben 2017', 'Mann']"
Susanne Faschon,"['Grafiker', 'Person (Neu Beginnen)', 'Politiker (Kaiserslautern)', 'Deutscher', 'Geboren 1903', 'Gestorben 1971', 'Mann', 'SPD-Mitglied', 'Verurteilte Person (NS-Opfer)']"
Philipp Möhring,"['Rechtswissenschaftler (20. Jahrhundert)', 'Rechtsanwalt (Deutschland)', 'Träger des Großen Bundesverdienstkreuzes mit Stern', 'Burschenschafter (20. Jahrhundert)', 'Deutscher', 'Geboren 1900', 'Gestorben 1975', 'Mann']"
Kurt Georg Wernicke,"['Bibliothekar', 'Rechtsbibliothekar', 'Bundesrichter (Deutschland)', 'Person (Verwaltung des Deutschen Bundestages)', 'Träger des Großen Bundesverdienstkreuzes', 'Deutscher', 'Geboren 1909', 'Gestorben 1997', 'Mann']"
Stefanie Veith,"['Drehbuchautor', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Frau']"
Theodor Straub,"['Landeshistoriker (Bayern)', 'Träger des Bundesverdienstkreuzes am Bande', 'Person (Ingolstadt)', 'Deutscher', 'Geboren 1930', 'Mann']"
Nico Weinmann,"['Landtagsabgeordneter (Baden-Württemberg)', 'Politiker (Heilbronn)', 'Politiker (21. Jahrhundert)', 'FDP-Mitglied', 'US-Amerikaner', 'Deutscher', 'Geboren 1972', 'Mann']"
Corps Palatia Bonn,"['Mitglied der Bankiersfamilie Schnitzler|Richard', 'Bankier', 'Unternehmer (19. Jahrhundert)', 'Unternehmer (20. Jahrhundert)', 'Unternehmer (Deutschland)', 'Industrieller', 'Person (I.G. Farben)', 'Mäzen', 'Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Geboren 1855', 'Gestorben 1938', 'Mann']"
Barbara Just-Dahlmann,"['Staatsanwalt (Deutschland)', 'Richter (Amtsgericht)', 'Autor', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Träger der Theodor-Heuss-Medaille', 'Person (Mannheim)', 'Deutscher', 'Geboren 1922', 'Gestorben 2005', 'Frau']"
Klaus Schreiner (Historiker),"['Mittelalterhistoriker', 'Hochschullehrer (Universität Bielefeld)', 'Mitglied der Historischen Kommission für Westfalen', 'Deutscher', 'Geboren 1931', 'Gestorben 2015', 'Mann']"
Stefan Schreiner,"['Religionswissenschaftler (21. Jahrhundert)', 'Hochschullehrer (Eberhard Karls Universität Tübingen)', 'Deutscher', 'Geboren 1947', 'Mann']"
Hendrik Dietz,"['Biophysiker', 'Hochschullehrer (Technische Universität München)', 'Leibnizpreisträger', 'Mitglied der Nordrhein-Westfälischen Akademie der Wissenschaften', 'Deutscher', 'DDR-Bürger', 'Geboren 1977', 'Mann']"
Johann Karl Philipp Spener,"['Buchhändler', 'Verleger (19. Jahrhundert)', 'Verleger (18. Jahrhundert)', 'Geboren 1749', 'Gestorben 1827', 'Verleger (Berlin)', 'Mann', 'Deutscher']"
Ulrich Schlie,"['Neuzeithistoriker', 'Hochschullehrer (Katholische Universität Eichstätt-Ingolstadt, Campus Eichstätt)', 'Hochschullehrer (Rheinische Friedrich-Wilhelms-Universität Bonn)', 'Deutscher', 'Geboren 1970', 'Mann']"
Rudolf von Stülpnagel,"['Verwaltungsjurist', 'Landrat (Provinz Brandenburg)', 'Mitglied des Preußischen Abgeordnetenhauses', 'Geheimer Regierungsrat', 'Corpsstudent (19. Jahrhundert)', 'Familienmitglied des Adelsgeschlechts Stülpnagel|Rudolf', 'Deutscher', 'Geboren 1831', 'Gestorben 1900', 'Mann']"
Josef Kis,"['Porträtmaler', 'Genremaler', 'Maler (Österreich)', 'Person (Kaisertum Österreich)', 'Person (Österreich-Ungarn)', 'Geboren 1833', 'Gestorben 1900', 'Mann']"
Jan Schiffer,"['Politiker (Deutschland)', 'Die-Linke-Mitglied', 'Deutscher', 'Geboren 2000', 'Mann']"
Johann Georg Straub,"['Geigenbauer', 'Deutscher', 'Geboren 1798', 'Gestorben 1854', 'Mann']"
Johann Friedrich Wilhelm von Schoeler,"['General der Infanterie (Königreich Preußen)', 'Person in den Koalitionskriegen (Preußen)', 'Träger des Pour le Mérite (Militärorden)', 'Träger des Roten Adlerordens 1. Klasse', 'Adliger', 'Deutscher', 'Geboren 1771', 'Gestorben 1855', 'Mann']"
