Title,Categories
Benedikt Schnitzler,"['Jazz-Gitarrist', 'Komponist (Jazz)', 'Bigband-Leader', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Mann']"
"Leopold Schoeller (Unternehmer, 1830)","['Textilunternehmer (19. Jahrhundert)', 'Mitglied des Preußischen Abgeordnetenhauses', 'Konsul', 'Unternehmer (Breslau)', 'Person (Zürich)', 'Mitglied der Unternehmerfamilie Schoeller|Rudolf Wilhelm', 'Deutscher', 'Geboren 1827', 'Gestorben 1902', 'Mann']"
Götz Schweighöfer,"['Theaterschauspieler', 'Filmschauspieler', 'Hörspielsprecher', 'Darstellender Künstler (DDR)', 'DDR-Bürger', 'Deutscher', 'Geboren 1960', 'Gestorben 2021', 'Mann']"
Antoinette Woodville-Schnitzler,"['Maler (Deutschland)', 'Maler (Düsseldorfer Malerschule)', 'Porträtmaler', 'Genremaler', 'Deutscher', 'Geboren 1827', 'Gestorben 1881', 'Frau']"
Jakob Kees,"['Domherr', 'Geboren 1635', 'Gestorben im 17. Jahrhundert', 'Mann']"
Friedrich Müller-Starke,"['Jurist in der Kommunalverwaltung', 'Bürgermeister (Hanau)', 'NSDAP-Mitglied', 'Geboren 1877', 'Gestorben 1967', 'Deutscher', 'Mann']"
"Friedrich Schulze (Politiker, 1896)","['Mitglied des Abgeordnetenhauses von Berlin', 'SPD-Mitglied', 'Deutscher', 'Geboren 1896', 'Gestorben 1976', 'Mann']"
Carl Gotthelf Praetorius,"['Bürgermeister (Toruń)', 'Geboren 1763', 'Gestorben 1832', 'Mann']"
Hans Thalmann (Politiker),"['Person (Uster)', 'Stadtpräsident (Schweiz)', 'Schweizer', 'Geboren 1941', 'Mann']"
Etzel Gysling,"['Allgemeinmediziner', 'Mediziner (20. Jahrhundert)', 'Mediziner (21. Jahrhundert)', 'Hochschullehrer (Kanada)', 'Schweizer', 'Geboren 1937', 'Mann', 'Ehrendoktor der Universität Basel', 'Pharmakologe']"
Andreas Feith,"['Jazz-Pianist', 'Komponist (Jazz)', 'Komponist (Deutschland)', 'Deutscher', 'Geboren 1987', 'Mann']"
Thilo Dahlmann,"['Opernsänger', 'Bassbariton', 'Hochschullehrer (HfMT Köln, Standort Wuppertal)', 'Hochschullehrer (Musikhochschule Frankfurt am Main)', 'Deutscher', 'Geboren 1975', 'Mann']"
"Josef Böhm (Kirchenmusiker, 1875)","['Komponist (Kirchenmusik)', 'Organist (Kirchenmusik)', 'Person des Christentums (Wien)', 'Person (Stift Heiligenkreuz)', 'Person (Cisleithanien)', 'Österreicher', 'Geboren 1875', 'Gestorben 1964', 'Mann']"
Moritz von Schreiner,"['Bürgermeister (Graz)', 'Politiker (19. Jahrhundert)', 'Politiker (20. Jahrhundert)', 'Landtagsabgeordneter (Steiermark)', 'Mitglied des Herrenhauses (Österreich)', 'Rechtsanwalt (Österreich-Ungarn)', 'Person (Voestalpine)', 'Österreicher', 'Geboren 1824', 'Gestorben 1911', 'Mann']"
