Subject,Predicate,Object,Wikipedia-URL,Unnamed: 4
Jüdische Gemeinde Esens,Empfangsgebiet,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,bekannt für,jüdischen Glaubens,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Nationalität,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,alternativer Name,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Architekt,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Landkarte,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,wissenschaftliche Disziplin,Geschichte der ostfriesischen Juden,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Institution,jüdische Kultusvereinigung e. V.,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Doktorvater,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Status,beendet,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Laufzeit (s),über 300-jährige,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,autor,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Produzent,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Produktionsfirma,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Laufzeit (m),über 300-jährige,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Geburtsort,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Partei,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Wahldatum des Vorsitzenden,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Name in der Legislaturperiode,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,politische Partei in der Legislative,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,politische Partei des Vorsitzenden,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Geburtsname,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Entwickler,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Betriebssystem,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Lizenz,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Bildformat,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Fläche (m2),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Baujahr,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Bildung,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Personalbestand,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Befehlshaber,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Digitalkanal,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Arbeitgeber,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Abkürzung,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Mitgliedschaft,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kind,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Heimatort,Esens,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kommandostruktur,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Garnison,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,ISO-Ländercode,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,politischer Führer,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Sterbeort,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Sterbedatum,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Sterbejahr,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Ruhestätte,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Titel,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Diözese,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Herausgeber,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kompressionsverhältnis,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Ventilsteuerung,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Konfiguration,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Ausgangsleistung (W),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Hersteller,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kraftstoffsystem,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kühlsystem,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Ausgangsleistung (kW),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Montage,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kosten ($),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Mieter,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Vertriebsgesellschaft,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Etikett verteilen,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Einteilung,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Zustand,beendet,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Region bedient region,Esens,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Tochtergesellschaft,jüdische Kultusvereinigung e. V.,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Zielflughafen,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,ICAO-Code,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Jahr des ausgewiesenen Umsatzes,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Einsendeschluss,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Auflösungsdatum,31. Juli 1941,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,1941-07-31 00:00:00
Jüdische Gemeinde Esens,Auflösungsjahr,1941,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,IATA-Code,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Drehkreuz Flughafen,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Schulungstermin,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Standort Stadt,Esens,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Meldemarke,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,verwaltetes Vermögen ($),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,LeaderFunktion,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Verkehr,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,LCCN-ID,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Gründungsjahr,17. Jahrhundert,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Mutterorganisation,jüdische Kultusvereinigung e. V.,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Zugehörigkeit,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Entfernung zum Charing Cross (Î¼),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Gitter Referenz,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,aktive Jahre Ende Jahr,1941,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,aktive Jahre Startjahr,17. Jahrhundert,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,alias,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Herkunftsland,Ostfriesland,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,VIAF-ID,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Alma Mater,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,mit,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Laufzeit,über 300-jährige,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Abrissdatum,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,letzter Wahltermin,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Baubeginn,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,IMDB-ID,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,neueste Release-Version,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Veröffentlichungsdatum,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Computerplattform,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,NRHP-Referenznummer,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,architektonischer Stil,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Nettovermögen ($),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Rufzeichen,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kinderorganisation,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Enddatum des Gebäudes,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,derzeit verwendet für,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Zylinderbohrung (Î¼),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kolbenhub (Î¼),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Drehmomentabgabe (Nm),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Verdrängung (Î¼Â³),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Produktionsende Jahr,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Produktionsstartjahr,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Blocklegierung,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kopflegierung,,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Zylinderbohrung (mm),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Hubraum (cm³),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Kolbenhub (mm),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Jüdische Gemeinde Esens,Drehmomentabgabe (Nm),,https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens,
Bürgerpark und Stadtwald,Standort,Bremen,https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald,
Bürgerpark und Stadtwald,Typ,Parkanlage,https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald,
Bürgerpark und Stadtwald,Land,Bremen,https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald,
Bürgerpark und Stadtwald,Provinz,Bremen,https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald,
Bürgerpark und Stadtwald,Region,Bremen,https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald,
Bürgerpark und Stadtwald,befindet sich im Bereich,Bremen,https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald,
Bürgerpark und Stadtwald,LCCN-ID,,https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald,
Bürgerpark und Stadtwald,IMDB-ID,,https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald,
Königseiche,Standort,Ortsausgang von Volkenroda,https://de.wikipedia.org/wiki/K%C3%B6nigseiche,
Königseiche,Typ,Naturdenkmal,https://de.wikipedia.org/wiki/K%C3%B6nigseiche,
Königseiche,Land,Thüringen,https://de.wikipedia.org/wiki/K%C3%B6nigseiche,
Königseiche,Provinz,Unstrut-Hainich Kreis,https://de.wikipedia.org/wiki/K%C3%B6nigseiche,
Königseiche,Region,Unstrut-Hainich Kreis,https://de.wikipedia.org/wiki/K%C3%B6nigseiche,
Königseiche,befindet sich im Bereich,Thüringen,https://de.wikipedia.org/wiki/K%C3%B6nigseiche,
Königseiche,LCCN-ID,,https://de.wikipedia.org/wiki/K%C3%B6nigseiche,
Königseiche,IMDB-ID,,https://de.wikipedia.org/wiki/K%C3%B6nigseiche,
Staatliche Zeichenakademie Hanau,Standort,Hanau,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Zahl der Studierenden,150,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Personal,"Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Adresse,Brüder-Grimm Berufsakademie Hanau,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Gründungsjahr,1772,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Maskottchen,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Motto,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,ursprünglicher Namen,"Meisterschule des deutschen Handwerks, Fachschule für die Edelmetallindustrie, Academie der Zeichenkunst",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Postleitzahl,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Teamname,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Stadt,Hanau,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Farbe,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Land,Hessen-Kassel,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Sprache,deutsch,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Provinz,Hessen-Kassel,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Region,Hessen-Kassel,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Typ,Fachschule für edelmetallgestaltende Berufe,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Staat,Hessen,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Bezirk,Hanau,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Rangliste,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,offizielle Schulfarbe,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Behörde,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Altersgruppe,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,durchschnittliche Klassengröße,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Schulgeld ($),,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Etat ($),,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Slogan,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Religion,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Rivale,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,lateinische Name,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Schließungsjahr,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,gegründet von,Wilhelm IX. von Hessen-Kassel,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Sport,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Campus,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Kaplan,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Zahl der Studenten,150,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Gründungsdatum,1772,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Status,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Leiter,"Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Gebühren ($),,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Liga,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Klasse,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Team,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Vorsitzender,"Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Kategorie,Fachschule für edelmetallgestaltende Berufe,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Alumni,"Adolf Amberg, Rudolf Bott, Claus Bury, Georg Cornicelius, Johannes Deiker, Christian Dell, Eugène Fabergé",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Nobelpreisträger,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Anzahl der Mitarbeiter,fünf,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Spezialist,"edelmetallgestaltende Berufe, Goldschmiede",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Schlüsselperson,"Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Fläche (m2),,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Einwohnerzahl,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Fläche (km2),,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Vorwahl,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Höhe (μ),,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,politischer Führer,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Zeitzone,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Präsident,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Dekan,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Anzahl der Doktoranden,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,früherer Name,"Academie der Zeichenkunst, Königlich Preußische Zeichenakademie, Meisterschule des deutschen Handwerks, Fachschule für die Edelmetallindustrie",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Verwalter,"Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Bedeutung,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Geschlecht,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Rektor,"Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Universität,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Synonym,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Trainer,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,geschlossen,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Treuhänder,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Kanzler,"Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien",https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Einnahmen ($),,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,regisseur,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
Staatliche Zeichenakademie Hanau,Stadion,,https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau,
