Subject;Predicate;Object;Wikipedia-URL;;;;;
Jüdische Gemeinde Esens;Digitalkanal;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Arbeitgeber;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Abkürzung;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Mitgliedschaft;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kind;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Heimatort;Esens;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kommandostruktur;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Garnison;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;ISO-Ländercode;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;politischer Führer;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Sterbeort;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Sterbedatum;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Sterbejahr;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Ruhestätte;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Titel;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Diözese;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Herausgeber;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kompressionsverhältnis;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Ventilsteuerung;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Konfiguration;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Ausgangsleistung (W);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Hersteller;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kraftstoffsystem;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kühlsystem;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Ausgangsleistung (kW);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Montage;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kosten ($);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Mieter;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Vertriebsgesellschaft;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Etikett verteilen;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Einteilung;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Zustand;beendet;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Region bedient region;Esens;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Tochtergesellschaft;jüdische Kultusvereinigung e. V.;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Zielflughafen;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;ICAO-Code;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Jahr des ausgewiesenen Umsatzes;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Einsendeschluss;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Auflösungsdatum;31. Juli 1941;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;31. Juli 1941;;;;
Jüdische Gemeinde Esens;Auflösungsjahr;1941;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;IATA-Code;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Drehkreuz Flughafen;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Schulungstermin;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Standort Stadt;Esens;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Meldemarke;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;verwaltetes Vermögen ($);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;LeaderFunktion;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Verkehr;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;LCCN-ID;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Gründungsjahr;17. Jahrhundert;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Mutterorganisation;jüdische Kultusvereinigung e. V.;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Zugehörigkeit;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Entfernung zum Charing Cross (Î¼);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Gitter Referenz;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;aktive Jahre Ende Jahr;1941;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;aktive Jahre Startjahr;17. Jahrhundert;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;alias;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Herkunftsland;Ostfriesland;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;VIAF-ID;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Alma Mater;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;mit;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Laufzeit;über 300-jährige;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Abrissdatum;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;letzter Wahltermin;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Baubeginn;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;IMDB-ID;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;neueste Release-Version;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Veröffentlichungsdatum;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Computerplattform;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;NRHP-Referenznummer;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;architektonischer Stil;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Nettovermögen ($);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Rufzeichen;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kinderorganisation;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Enddatum des Gebäudes;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;derzeit verwendet für;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Zylinderbohrung (Î¼);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kolbenhub (Î¼);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Drehmomentabgabe (Nm);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Verdrängung (Î¼Â³);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Produktionsende Jahr;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Produktionsstartjahr;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Blocklegierung;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kopflegierung;N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Zylinderbohrung (mm);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Hubraum (cm³);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Kolbenhub (mm);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Jüdische Gemeinde Esens;Drehmomentabgabe (Nm);N/A;https://de.wikipedia.org/wiki/J%C3%BCdische_Gemeinde_Esens;;;;;
Bürgerpark und Stadtwald;Standort;Bremen;https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald;;;;;
Bürgerpark und Stadtwald;Typ;Parkanlage;https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald;;;;;
Bürgerpark und Stadtwald;Land;Bremen;https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald;;;;;
Bürgerpark und Stadtwald;Provinz;Bremen;https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald;;;;;
Bürgerpark und Stadtwald;Region;Bremen;https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald;;;;;
Bürgerpark und Stadtwald;befindet sich im Bereich;Bremen;https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald;;;;;
Bürgerpark und Stadtwald;LCCN-ID;N/A;https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald;;;;;
Bürgerpark und Stadtwald;IMDB-ID;N/A;https://de.wikipedia.org/wiki/B%C3%BCrgerpark_und_Stadtwald;;;;;
Königseiche;Standort;Ortsausgang von Volkenroda;https://de.wikipedia.org/wiki/K%C3%B6nigseiche;;;;;
Königseiche;Typ;Naturdenkmal;https://de.wikipedia.org/wiki/K%C3%B6nigseiche;;;;;
Königseiche;Land;Thüringen;https://de.wikipedia.org/wiki/K%C3%B6nigseiche;;;;;
Königseiche;Provinz;Unstrut-Hainich Kreis;https://de.wikipedia.org/wiki/K%C3%B6nigseiche;;;;;
Königseiche;Region;Unstrut-Hainich Kreis;https://de.wikipedia.org/wiki/K%C3%B6nigseiche;;;;;
Königseiche;befindet sich im Bereich;Thüringen;https://de.wikipedia.org/wiki/K%C3%B6nigseiche;;;;;
Königseiche;LCCN-ID;N/A;https://de.wikipedia.org/wiki/K%C3%B6nigseiche;;;;;
Königseiche;IMDB-ID;N/A;https://de.wikipedia.org/wiki/K%C3%B6nigseiche;;;;;
Staatliche Zeichenakademie Hanau;Standort;Hanau;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Zahl der Studierenden;150;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Personal;Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Adresse;Brüder-Grimm Berufsakademie Hanau;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Gründungsjahr;1772;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Maskottchen;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Motto;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;ursprünglicher Namen;Meisterschule des deutschen Handwerks, Fachschule für die Edelmetallindustrie, Academie der Zeichenkunst;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Postleitzahl;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Teamname;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Stadt;Hanau;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Farbe;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Land;Hessen-Kassel;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Sprache;deutsch;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Provinz;Hessen-Kassel;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Region;Hessen-Kassel;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Typ;Fachschule für edelmetallgestaltende Berufe;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Staat;Hessen;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Bezirk;Hanau;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Rangliste;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;offizielle Schulfarbe;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Behörde;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Altersgruppe;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;durchschnittliche Klassengröße;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Schulgeld ($);N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Etat ($);N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Slogan;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Religion;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Rivale;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;lateinische Name;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Schließungsjahr;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;gegründet von;Wilhelm IX. von Hessen-Kassel;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Sport;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Campus;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Kaplan;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Zahl der Studenten;150;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Gründungsdatum;1772;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Status;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Leiter;Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Gebühren ($);N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Liga;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Klasse;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Team;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Vorsitzender;Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Kategorie;Fachschule für edelmetallgestaltende Berufe;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Alumni;Adolf Amberg, Rudolf Bott, Claus Bury, Georg Cornicelius, Johannes Deiker, Christian Dell, Eugène Fabergé;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Nobelpreisträger;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Anzahl der Mitarbeiter;fünf;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Spezialist;edelmetallgestaltende Berufe, Goldschmiede;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Schlüsselperson;Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Fläche (m2);N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Einwohnerzahl;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Fläche (km2);N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Vorwahl;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Höhe (μ);N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;politischer Führer;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Zeitzone;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Präsident;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Dekan;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Anzahl der Doktoranden;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;früherer Name;Academie der Zeichenkunst, Königlich Preußische Zeichenakademie, Meisterschule des deutschen Handwerks, Fachschule für die Edelmetallindustrie;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Verwalter;Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Bedeutung;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Geschlecht;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Rektor;Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Universität;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Synonym;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Trainer;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;geschlossen;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Treuhänder;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Kanzler;Hugo Leven, Conrad Westermayr, Max Wiese, Karl Hausmann, Theodor Pelissier, Jean-Louis Gallien;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Einnahmen ($);N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;regisseur;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Stadion;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Architekt;Julius Carl Raschdorff;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Verwaltungsgremium;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Fakultätsgröße;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;wichtig;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;niedrigeres Alter;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;höheres Alter;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Zugehörigkeit;Brüder-Grimm Berufsakademie Hanau;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Bildungssystem;Berufs-, Berufsfach- und Fachschule;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Noten;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Kopfetikett;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Schulnummer;N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
Staatliche Zeichenakademie Hanau;Campusgröße (m2);N/A;https://de.wikipedia.org/wiki/Staatliche_Zeichenakademie_Hanau;;;;;
